,Competitorcount,review_count,categories,opentime,closetime,stars,priceRange,noiselevel,delivery,avg_Income,population
148,13,33,Others,18:00,0:30,3.0,1,average,False,45173,26425
149,13,32,Others,6:00,6:00,2.5,1,average,False,45173,26425
150,13,65,Others,18:00,21:00,4.0,1,loud,False,45173,26425
151,13,90,Others,11:00,22:00,3.5,2,average,True,45173,26425
152,13,26,Others,12:00,21:00,3.5,2,loud,False,45173,26425
153,13,40,Others,11:00,22:00,4.5,1,quiet,False,45173,26425
154,13,154,Others,11:00,22:00,4.5,1,quiet,False,45173,26425
155,13,32,Others,11:00,19:00,4.5,1,,False,45173,26425
156,13,60,Others,8:00,16:00,4.0,1,loud,False,45173,26425
157,13,32,Others,9:00,18:00,4.0,2,quiet,False,45173,26425
158,13,97,Others,11:00,22:00,4.0,2,average,False,45173,26425
159,13,93,Others,11:30,22:00,4.0,2,average,False,45173,26425
160,4,225,Others,11:00,23:00,4.5,2,loud,False,35983,14956
161,4,3,Others,7:00,1:00,5.0,1,,False,35983,14956
162,4,19,Others,15:00,2:00,3.5,2,average,False,35983,14956
163,4,211,Others,7:00,15:00,4.0,2,average,False,35983,14956
164,13,30,Others,6:30,14:00,3.5,4,quiet,False,14399,19204
165,13,7,Others,9:30,17:30,4.0,2,average,False,14399,19204
166,13,4,Others,7:00,19:00,5.0,1,average,False,14399,19204
167,13,5,Others,0:00,23:59,2.5,0,,,14399,19204
168,13,11,Others,7:00,14:00,4.5,2,average,False,14399,19204
169,13,16,Others,0:00,0:00,4.5,1,loud,False,14399,19204
170,13,9,Others,7:00,14:00,4.0,0,average,,14399,19204
171,13,7,Others,6:00,5:30,4.5,1,average,False,14399,19204
172,13,3,Others,10:00,18:00,5.0,0,,,14399,19204
173,13,5,Others,11:00,22:00,3.0,2,,,14399,19204
174,13,18,Others,10:30,18:00,4.5,1,average,True,14399,19204
175,13,5,Others,17:00,22:00,4.5,0,,,14399,19204
176,13,4,Others,8:00,16:00,4.0,0,,,14399,19204
177,6,3,Others,8:30,17:00,4.0,0,,,44018,19693
178,6,23,Others,7:30,17:00,4.0,2,quiet,True,44018,19693
179,6,6,Others,6:00,15:00,4.0,1,average,False,44018,19693
180,6,5,Others,8:00,15:00,4.5,2,quiet,,44018,19693
181,6,31,Others,9:00,14:00,4.5,2,quiet,False,44018,19693
182,6,60,Others,11:30,14:30,4.0,2,average,False,44018,19693
183,5,5,Others,11:00,22:00,4.0,1,quiet,False,30668,36387
184,5,5,Others,11:00,17:30,4.5,1,average,False,30668,36387
185,5,3,Others,11:00,22:00,3.5,0,,,30668,36387
186,5,39,Others,11:00,23:00,3.0,2,average,False,30668,36387
187,5,43,Others,10:30,22:00,4.0,2,average,False,30668,36387
188,46,4,Others,7:30,20:00,3.0,1,quiet,,18598,1999
189,46,22,Others,9:00,21:00,4.0,1,loud,True,18598,1999
190,46,95,Others,11:00,21:00,3.5,1,average,False,18598,1999
191,46,202,Others,7:00,15:00,4.0,1,average,False,18598,1999
192,46,43,Others,11:30,15:00,3.5,1,quiet,False,18598,1999
193,46,225,Others,11:00,23:00,3.5,2,average,False,18598,1999
194,46,23,Others,11:30,1:00,3.5,2,average,False,18598,1999
195,46,14,Others,10:00,18:00,2.5,2,average,False,18598,1999
196,46,15,Others,17:00,22:00,3.5,2,average,True,18598,1999
197,46,24,Others,7:00,18:00,3.5,2,very_loud,False,18598,1999
198,46,14,Others,10:00,17:00,3.0,1,quiet,False,18598,1999
199,46,76,Others,10:00,20:00,4.0,2,average,False,18598,1999
200,46,11,Others,11:30,1:00,3.0,1,,,18598,1999
201,46,6,Others,10:30,19:00,3.0,2,average,False,18598,1999
202,46,6,Others,8:00,17:30,2.0,1,quiet,False,18598,1999
203,46,40,Others,8:00,17:30,4.0,2,loud,False,18598,1999
204,46,63,Others,9:30,16:30,4.5,1,quiet,False,18598,1999
205,46,11,Others,9:00,20:00,3.5,2,quiet,False,18598,1999
206,46,5,Others,16:00,20:00,4.5,0,,False,18598,1999
207,46,42,Others,10:30,20:00,3.0,2,quiet,False,18598,1999
208,46,73,Others,10:00,15:00,3.5,1,average,True,18598,1999
209,46,31,Others,10:30,0:00,3.5,1,loud,False,18598,1999
210,46,34,Others,17:00,22:00,3.5,2,average,False,18598,1999
211,46,283,Others,11:30,22:00,4.0,2,average,False,18598,1999
212,46,30,Others,11:00,23:00,4.5,2,average,True,18598,1999
213,46,3,Others,11:00,21:00,2.0,0,,,18598,1999
214,46,23,Others,11:00,21:00,3.0,1,loud,False,18598,1999
215,46,43,Others,5:00,15:00,3.5,1,average,False,18598,1999
216,46,9,Others,11:00,22:00,3.0,2,very_loud,,18598,1999
217,46,8,Others,11:00,21:00,3.5,2,average,False,18598,1999
218,46,28,Others,10:00,17:00,3.5,1,loud,False,18598,1999
219,46,19,Others,8:30,16:00,3.0,1,average,False,18598,1999
220,46,34,Others,7:00,18:00,3.5,1,quiet,False,18598,1999
221,46,14,Others,12:00,18:00,3.5,1,quiet,,18598,1999
222,46,40,Others,6:00,18:00,3.0,1,quiet,False,18598,1999
223,46,49,Others,11:00,14:30,4.0,1,average,True,18598,1999
224,46,94,Others,11:00,21:00,3.5,1,quiet,False,18598,1999
225,46,28,Others,12:00,16:00,3.0,1,average,False,18598,1999
226,46,10,Others,11:00,20:00,3.5,1,quiet,True,18598,1999
227,46,29,Others,16:00,23:00,2.5,3,loud,False,18598,1999
228,46,4,Others,7:00,21:00,2.5,1,quiet,True,18598,1999
229,46,261,Others,6:30,14:30,4.0,1,average,False,18598,1999
230,46,37,Others,11:00,19:00,3.5,2,average,False,18598,1999
231,46,135,Others,17:00,0:00,4.0,2,average,False,18598,1999
232,46,6,Others,6:00,22:00,4.5,2,,False,18598,1999
233,46,5,Others,11:00,18:00,4.5,1,quiet,False,18598,1999
234,9,103,Others,0:00,0:00,3.5,1,average,False,22880,12095
235,9,5,Others,8:00,18:00,4.0,1,average,False,22880,12095
236,9,63,Others,11:00,14:30,4.0,2,quiet,False,22880,12095
237,9,62,Others,17:00,2:00,4.0,1,loud,False,22880,12095
238,9,41,Others,11:30,22:00,4.0,2,quiet,True,22880,12095
239,9,27,Others,7:00,21:00,3.5,1,average,,22880,12095
240,9,6,Others,11:00,22:00,3.0,1,average,,22880,12095
241,9,177,Others,10:00,22:00,4.0,1,average,False,22880,12095
242,9,50,Others,11:30,22:00,4.0,1,quiet,False,22880,12095
243,5,16,Others,11:00,20:00,4.5,2,quiet,False,37889,14648
244,5,15,Others,11:00,20:00,4.5,2,quiet,False,37889,14648
245,5,23,Others,11:00,0:00,4.0,2,average,True,37889,14648
246,5,3,Others,11:00,0:00,3.5,0,average,,37889,14648
247,5,9,Others,8:00,15:00,4.0,1,average,False,37889,14648
248,6,8,Others,6:00,14:00,3.5,1,quiet,False,38439,29621
249,6,3,Others,8:00,19:00,3.0,1,,False,38439,29621
250,6,28,Others,11:00,20:00,4.0,1,loud,False,38439,29621
251,6,9,Others,10:00,22:00,3.5,1,quiet,True,38439,29621
252,6,3,Others,6:00,18:00,3.0,0,,,38439,29621
253,6,3,Others,9:00,18:00,3.0,0,,False,38439,29621
254,3,61,Others,17:00,22:00,4.5,2,average,False,58440,17723
255,3,7,Others,11:00,22:00,3.0,0,very_loud,,58440,17723
256,3,33,Others,7:30,15:00,4.0,1,loud,False,58440,17723
257,1,3,Others,7:00,19:00,4.0,2,,,40562,13677
258,15,9,Others,6:00,22:00,3.0,1,average,False,32552,11792
259,15,180,Others,17:00,22:00,4.0,3,average,False,32552,11792
260,15,70,Others,6:00,21:00,4.5,2,average,False,32552,11792
261,15,55,Others,11:00,22:00,4.0,2,quiet,False,32552,11792
262,15,34,Others,9:00,17:00,3.5,2,average,False,32552,11792
263,15,9,Others,9:00,20:00,3.5,2,loud,False,32552,11792
264,15,61,Others,11:30,22:00,3.0,2,average,True,32552,11792
265,15,166,Others,8:00,16:00,4.0,1,average,False,32552,11792
266,15,76,Others,11:30,23:30,2.5,3,average,False,32552,11792
267,15,73,Others,9:00,17:00,4.0,1,average,False,32552,11792
268,15,54,Others,17:00,22:00,4.0,2,average,False,32552,11792
269,15,45,Others,16:30,22:30,2.5,2,quiet,False,32552,11792
270,15,19,Others,9:30,21:00,4.5,3,quiet,False,32552,11792
271,15,7,Others,10:00,17:30,3.0,2,,,32552,11792
272,15,54,Others,17:00,21:30,3.0,2,average,True,32552,11792
273,7,6,Others,11:00,21:00,4.0,1,average,False,23841,4876
274,7,13,Others,6:00,18:00,3.5,1,average,False,23841,4876
275,7,15,Others,6:00,16:00,4.0,1,average,False,23841,4876
276,7,6,Others,7:00,17:00,5.0,1,,False,23841,4876
277,7,63,Others,16:00,22:00,4.0,3,quiet,False,23841,4876
278,7,65,Others,8:00,21:00,4.0,2,average,False,23841,4876
279,7,3,Others,11:30,14:00,4.5,2,,True,23841,4876
280,3,8,Others,11:00,22:00,4.5,1,average,False,40756,14911
281,3,54,Others,11:00,22:00,4.0,2,quiet,False,40756,14911
282,3,3,Others,7:00,14:00,3.5,1,average,False,40756,14911
283,1,11,Others,6:30,17:00,4.5,1,quiet,False,67370,13571
284,2,8,Others,6:30,22:00,3.5,1,average,False,85102,20616
285,2,9,Others,11:00,20:00,3.5,1,average,False,85102,20616
286,3,20,Chinese,11:00,22:00,3.5,2,average,True,27031,14326
287,3,8,Chinese,11:00,22:30,3.0,1,quiet,True,27031,14326
288,3,7,Chinese,11:00,18:00,4.5,1,average,True,27031,14326
289,1,3,Chinese,9:00,21:00,3.0,1,average,,27595,9613
290,2,9,Chinese,10:00,21:30,4.0,1,quiet,False,38507,22586
291,2,11,Chinese,8:00,22:00,2.0,1,average,False,38507,22586
292,5,11,Chinese,11:00,23:00,3.0,1,quiet,False,28517,32482
293,5,15,Chinese,17:00,21:30,3.0,1,quiet,True,28517,32482
294,5,17,Chinese,10:00,21:00,2.0,1,quiet,True,28517,32482
295,5,3,Chinese,10:00,19:00,2.5,1,average,False,28517,32482
296,5,12,Chinese,12:00,20:00,3.0,2,,True,28517,32482
297,3,7,Chinese,9:00,16:30,3.0,2,quiet,False,27041,31216
298,3,3,Chinese,11:00,22:30,3.0,1,average,True,27041,31216
299,3,5,Chinese,16:30,22:00,2.5,1,,True,27041,31216
300,1,9,Chinese,16:00,22:00,2.0,2,average,,34067,12477
301,1,8,Chinese,11:00,22:30,4.0,1,quiet,False,26712,31850
302,11,28,Chinese,11:00,21:00,3.0,1,average,False,18473,28320
303,11,265,Chinese,11:00,21:00,2.5,1,average,True,18473,28320
304,11,11,Chinese,11:00,22:00,1.5,1,quiet,True,18473,28320
305,11,29,Chinese,6:00,23:00,3.0,1,average,False,18473,28320
306,11,10,Chinese,10:00,21:00,3.0,1,quiet,True,18473,28320
307,11,36,Chinese,10:30,22:00,3.0,1,average,False,18473,28320
308,11,59,Chinese,7:30,18:00,3.0,1,average,False,18473,28320
309,11,9,Chinese,11:00,22:00,2.5,2,quiet,True,18473,28320
310,11,61,Chinese,11:00,22:00,3.0,1,average,False,18473,28320
311,11,40,Chinese,11:00,22:00,3.5,2,average,False,18473,28320
312,11,20,Chinese,11:00,22:00,4.0,2,quiet,True,18473,28320
313,4,7,Chinese,11:00,22:00,2.5,3,quiet,True,39526,24691
314,4,24,Chinese,11:00,22:00,4.0,1,quiet,True,39526,24691
315,4,34,Chinese,8:00,18:00,4.0,2,quiet,True,39526,24691
316,4,68,Chinese,11:00,15:00,3.5,2,average,True,39526,24691
317,15,39,Chinese,11:00,21:30,4.0,1,quiet,False,45173,26425
318,15,4,Chinese,11:00,22:00,2.0,1,,True,45173,26425
319,15,212,Chinese,11:00,22:00,4.0,2,average,True,45173,26425
320,15,28,Chinese,13:00,21:00,4.0,2,quiet,True,45173,26425
321,15,4,Chinese,9:00,18:00,1.5,1,,True,45173,26425
322,15,219,Chinese,11:30,14:30,4.0,2,average,True,45173,26425
323,15,42,Chinese,5:30,20:00,3.0,2,quiet,True,45173,26425
324,15,13,Chinese,0:00,0:00,3.0,2,,True,45173,26425
325,15,15,Chinese,11:00,0:00,3.0,2,loud,True,45173,26425
326,15,5,Chinese,10:30,18:30,4.0,2,very_loud,,45173,26425
327,15,95,Chinese,11:00,21:30,4.0,2,average,True,45173,26425
328,15,50,Chinese,12:00,22:00,4.0,2,average,False,45173,26425
329,15,4,Chinese,11:00,23:00,3.0,2,average,True,45173,26425
330,15,127,Chinese,11:00,21:30,4.0,2,average,True,45173,26425
331,15,33,Chinese,10:30,22:00,3.0,2,quiet,True,45173,26425
332,1,4,Chinese,11:00,22:00,2.5,1,quiet,False,35983,14956
333,3,65,Chinese,11:00,21:30,3.5,2,quiet,True,14399,19204
334,3,14,Chinese,11:00,22:00,3.0,1,quiet,True,14399,19204
335,3,29,Chinese,11:30,22:00,3.5,2,quiet,False,14399,19204
336,2,18,Chinese,11:00,21:30,4.0,2,average,True,44018,19693
337,2,4,Chinese,5:30,20:00,3.0,2,,True,44018,19693
338,2,3,Chinese,9:00,17:00,3.5,0,,,30668,36387
339,2,4,Chinese,6:00,21:00,4.0,2,quiet,False,30668,36387
340,6,26,Chinese,11:00,21:00,3.0,2,average,False,18598,1999
341,6,15,Chinese,13:30,21:30,2.5,1,quiet,True,18598,1999
342,6,16,Chinese,11:00,21:00,3.0,1,,True,18598,1999
343,6,7,Chinese,9:00,17:00,1.5,1,quiet,True,18598,1999
344,6,3,Chinese,9:00,17:00,3.5,0,,,18598,1999
345,6,9,Chinese,11:00,21:00,3.5,2,quiet,False,18598,1999
346,1,5,Chinese,12:00,21:00,3.0,1,,True,33724,7991
347,2,8,Chinese,11:00,22:00,3.5,1,quiet,True,22880,12095
348,2,65,Chinese,11:00,22:00,3.5,1,quiet,True,22880,12095
349,2,17,Chinese,17:30,22:30,3.0,2,average,False,37889,14648
350,2,7,Chinese,10:00,22:30,4.0,2,average,False,37889,14648
351,3,14,Chinese,11:00,22:00,4.0,1,quiet,True,38439,29621
352,3,5,Chinese,11:00,21:00,3.5,2,,False,38439,29621
353,3,5,Chinese,11:00,21:00,5.0,2,,True,38439,29621
354,4,3,Chinese,7:00,14:00,3.0,1,,True,58440,17723
355,4,34,Chinese,11:30,22:00,4.0,2,quiet,True,58440,17723
356,4,36,Chinese,11:30,22:00,4.0,2,average,True,58440,17723
357,4,14,Chinese,11:30,22:00,2.5,2,average,True,58440,17723
358,4,10,Chinese,7:00,17:00,4.0,2,quiet,True,40756,14911
359,4,4,Chinese,11:00,22:00,3.5,1,,True,40756,14911
360,4,5,Chinese,11:00,20:30,4.5,2,quiet,False,40756,14911
361,4,10,Chinese,10:30,22:00,3.5,1,quiet,True,40756,14911
362,1,48,Chinese,11:00,22:00,4.5,2,quiet,True,46913,30630
363,2,30,Chinese,11:00,22:00,3.5,2,quiet,True,67370,13571
364,2,42,Chinese,10:00,22:00,3.5,2,average,True,67370,13571
365,1,17,Chinese,11:30,21:30,4.5,2,average,True,85102,20616
366,13,192,American,17:00,22:00,4.5,3,average,False,27031,14326
367,13,37,American,15:00,2:00,4.0,1,very_loud,False,27031,14326
368,13,261,American,11:30,22:00,4.0,3,average,False,27031,14326
369,13,26,American,11:00,2:00,3.5,2,average,False,27031,14326
370,13,51,American,16:00,2:00,3.5,1,average,False,27031,14326
371,13,211,American,11:00,2:00,3.5,2,loud,False,27031,14326
372,13,33,American,11:00,2:00,3.5,1,average,False,27031,14326
373,13,14,American,7:00,0:00,3.5,1,loud,False,27031,14326
374,13,94,American,11:00,22:00,4.5,2,average,False,27031,14326
375,13,18,American,11:00,0:00,4.0,2,average,False,27031,14326
376,13,31,American,7:00,2:00,3.5,1,very_loud,False,27031,14326
377,13,109,American,17:00,22:00,4.0,2,average,False,27031,14326
378,13,199,American,8:00,15:00,4.0,2,average,False,27031,14326
379,2,15,American,17:00,21:00,4.0,2,average,False,34727,21022
380,2,4,American,8:00,17:00,4.0,1,very_loud,False,34727,21022
381,28,227,American,11:00,2:00,3.5,2,average,False,27595,9613
382,28,399,American,11:00,0:00,4.0,2,loud,False,27595,9613
383,28,7,American,17:00,0:00,3.5,2,average,,27595,9613
384,28,105,American,11:00,0:00,3.5,2,average,False,27595,9613
385,28,4,American,23:00,21:00,4.5,1,quiet,False,27595,9613
386,28,8,American,10:00,22:00,3.5,1,loud,False,27595,9613
387,28,10,American,11:00,23:00,3.5,2,,False,27595,9613
388,28,140,American,8:00,14:00,4.0,2,average,False,27595,9613
389,28,11,American,11:00,23:00,2.5,1,,False,27595,9613
390,28,33,American,4:00,22:00,3.5,3,average,False,27595,9613
391,28,5,American,10:00,18:00,3.0,0,,,27595,9613
392,28,7,American,8:00,20:00,3.5,3,average,False,27595,9613
393,28,14,American,10:00,22:00,2.5,1,average,True,27595,9613
394,28,6,American,11:00,21:30,4.0,0,,,27595,9613
395,28,11,American,16:00,2:00,2.5,1,average,False,27595,9613
396,28,127,American,16:00,22:00,3.5,2,average,False,27595,9613
397,28,72,American,11:00,2:00,4.5,2,average,False,27595,9613
398,28,7,American,16:00,2:00,3.0,1,average,False,27595,9613
399,28,107,American,11:00,23:00,3.5,2,average,False,27595,9613
400,28,118,American,11:00,2:00,3.5,2,loud,False,27595,9613
401,28,3,American,6:00,21:00,3.5,0,,,27595,9613
402,28,37,American,11:00,22:00,3.5,1,average,False,27595,9613
403,28,38,American,6:00,2:00,4.0,1,loud,False,27595,9613
404,28,16,American,10:00,2:00,4.0,1,,False,27595,9613
405,28,4,American,8:00,16:00,2.0,1,average,False,27595,9613
406,28,57,American,6:30,18:00,4.5,1,average,False,27595,9613
407,28,89,American,11:00,2:00,3.5,2,loud,False,27595,9613
408,28,47,American,11:00,2:00,4.0,1,average,False,27595,9613
409,8,6,American,11:00,2:00,3.0,1,average,False,38507,22586
410,8,7,American,11:00,2:00,3.5,1,,False,38507,22586
411,8,49,American,11:00,0:00,3.5,2,average,False,38507,22586
412,8,6,American,11:00,2:00,4.0,2,loud,False,38507,22586
